name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn
Woodbridge Junior School,Community school,Open,Grange Street,,Alfreton,Derbyshire,DE55 7JA,www.woodbridge.derbyshire.sch.uk/,1773833138.0,Ms,Emma,Hanson,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112494
Riddings Infant and Nursery School,Community school,Open,West Street,Riddings,Alfreton,Derbyshire,DE55 4EW,https://www.riddingsinfantandnursery.co.uk/,1773602767.0,Mrs,Rachel,Farnsworth,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112496
Swanwick Primary School,Community school,Open,South Street,Swanwick,Alfreton,Derbyshire,DE55 1BZ,http://www.swanwick.derbyshire.sch.uk,1773602268.0,Mr,Ben,Wray,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112500
Ashover Primary School,Community school,Open,Narrowleys Lane,Ashover,Chesterfield,Derbyshire,S45 0AU,www.ashover.derbyshire.sch.uk/,1246590207.0,Mrs,Sue,Myhill,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112501
Aston-on-Trent Primary School,Community school,Open,Long Croft,Aston-on-Trent,Derby,Derbyshire,DE72 2UH,www.aston-on-trent.derbyshire.sch.uk,1332799478.0,Mr,Sam,Moore,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112502
Bramley Vale Primary & Nursery School,Community school,Open,York Crescent,Doe Lea,Chesterfield,Derbyshire,S44 5PF,https://www.bramleyvaleprimary.com/,1246850289.0,Mr,Robert,Rumsby,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112503
Bamford Primary School,Community school,Open,Fidlers Well,Bamford,Hope Valley,Derbyshire,S33 0AR,www.bamford.derbyshire.sch.uk/,1433651267.0,Mrs,Kate,Gemmell,Headteacher,Does not apply,Mixed,Primary,,High Peak,112504
Barlborough Primary School,Community school,Open,High Street,Barlborough,Chesterfield,Derbyshire,S43 4ET,barlborough.derbyshire.sch.uk,1246810381.0,Mr,Frank,Reardon,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112505
Blackwell Community Primary and Nursery School,Community school,Open,Primrose Hill,Blackwell,Alfreton,Derbyshire,DE55 5JG,www.blackwellprimary.co.uk,1773811281.0,Mrs,Gill,Gardner,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112506
Newton Primary School,Community school,Open,Hall Lane,Newton,Alfreton,Derbyshire,DE55 5TL,www.newton.derbyshire.sch.uk/,1773872384.0,Mrs,Kim,Stow,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112507
Westhouses Primary School,Community school,Open,Bolden Terrace,Westhouses,Alfreton,Derbyshire,DE55 5AF,http://www.westhouses.derbyshire.sch.uk,1773832518.0,Mrs,Juliette,Whitby,,Does not apply,Mixed,Primary,,Bolsover,112508
New Bolsover Primary and Nursery School,Community school,Open,New Station Road,Bolsover,Chesterfield,Derbyshire,S44 6PY,,1246823240.0,Ms,Gillian,Clubbs,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112509
Brockley Primary School,Community school,Open,Clowne Road,Shuttlewood,Chesterfield,Derbyshire,S44 6AF,www.brockley.derbyshire.sch.uk,1246823344.0,Mrs,Caroline,Rodgers,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112510
Bolsover Infant School,Community school,Open,Welbeck Road,Bolsover,Chesterfield,Derbyshire,S44 6DE,www.bolsover-inf.derbyshire.sch.uk/,1246823181.0,Ms,Fiona,Cowan,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112511
Cutthorpe Primary School,Community school,Open,School Hill,Cutthorpe,Chesterfield,Derbyshire,S42 7AS,http://www.cutthorpe.com,1246234585.0,Mr,James,Dowse,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112513
Wigley Primary School,Community school,Open,Wigley,Old Brampton,Chesterfield,Derbyshire,S42 7JJ,www.wigley.derbyshire.sch.uk,1246566432.0,Mr,David,Ratcliffe (Executive),Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112514
Brassington Primary School,Community school,Open,School Hill,Brassington,Matlock,Derbyshire,DE4 4HB,http://www.brassingtonprimary.co.uk,1629540212.0,Mr,Peter,Johnston,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112515
Firfield Primary School,Community school,Open,Firfield Avenue,Breaston,Derby,Derbyshire,DE72 3EG,www.firfield.derbyshire.sch.uk/,1332872216.0,Mr,James,Yellop,Headteacher,Does not apply,Mixed,Primary,,Erewash,112516
Henry Bradley Infant School,Community school,Open,Princess Street,Brimington,Chesterfield,Derbyshire,S43 1HR,https://www.henrybradleyschool.co.uk/,1246273857.0,Mrs,Tracy,O'Malley,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112519
Burbage Primary School,Community school,Open,Cavendish Avenue,Burbage,Buxton,Derbyshire,SK17 9AE,www.burbage.derbyshire.sch.uk,129822278.0,Mr,Anthony,Tierney,Headteacher,Does not apply,Mixed,Primary,,High Peak,112520
Buxton Junior School,Community school,Open,Buxton Junior School,Mosley Road,Buxton,Derbyshire,SK17 9DR,http://www.buxtonjuniorschool.co.uk,129822156.0,Mrs,Ros,Carter,Headteacher,Does not apply,Mixed,Primary,,High Peak,112521
Buxton Infant School,Community school,Open,Hardwick Square,,Buxton,Derbyshire,SK17 6QB,http://www.buxton-inf.derbyshire.sch.uk,129822499.0,Mrs,Jude,Boyd,Headteacher,Does not apply,Mixed,Primary,,High Peak,112522
Harpur Hill Primary School,Community school,Open,Trent Avenue,Harpur Hill,Buxton,Derbyshire,SK17 9LP,http://www.harpurhill.derbyshire.sch.uk,129823261.0,Mrs,Vicky,Giliker,Headteacher,Does not apply,Mixed,Primary,,High Peak,112523
Combs Infant School,Community school,Open,Lesser Lane,Chapel-en-le-Frith,Combs High Peak,Derbyshire,SK23 9UZ,http://www.combsinfantschool.com,1298813120.0,Miss,Joanna,Sweatmore,Headteacher,Does not apply,Mixed,Primary,,High Peak,112525
Buxworth Primary School,Community school,Open,Station Road,Buxworth,High Peak,Derbyshire,SK23 7NJ,http://www.buxworthprimaryschool.org.uk,1663732426.0,Mr,Paul,Bertram,Co-Headteacher,Does not apply,Mixed,Primary,,High Peak,112526
Chinley Primary School,Foundation school,Open,Buxton Road,,Chinley,Derbyshire,SK23 6DR,www.chinley.derbyshire.sch.uk/,1663750367.0,Mr,Peter,Lambert,Headteacher,,Mixed,Primary,,High Peak,112527
Holmgate Primary School and Nursery,Community school,Open,Holmgate Road,Clay Cross,Chesterfield,Derbyshire,S45 9QD,www.holmgate.derbyshire.sch.uk,1246862270.0,Mrs,Ffion,Thornton,Acting Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112530
Clowne Junior School,Community school,Open,King Street,Clowne,Chesterfield,Derbyshire,S43 4BS,http://www.clowne-jun.derbyshire.sch.uk,1246810416.0,Mrs,Charlotte,Newton-Wall,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112532
Clowne Infant and Nursery School,Community school,Open,Ringer Lane,Clowne,Chesterfield,Derbyshire,S43 4DB,http://www.clowne-inf.derbyshire.sch.uk,1246810518.0,Mrs,Susie,Kirby,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112533
Crich Junior School,Community school,Open,School Lane,Crich,Matlock,Derbyshire,DE4 5DF,www.crich-jun.derbyshire.sch.uk,1773852384.0,Mr,Christian,Orridge,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112534
Curbar Primary School,Community school,Open,Calver Bridge,Calver,Hope Valley,Derbyshire,S32 3XA,www.curbarprimary.co.uk,1433630266.0,Mr,Simon,Beahan,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112535
Lea Primary School,Community school,Open,Church Street,Lea,Matlock,Derbyshire,DE4 5JP,www.frameworkfederation.co.uk,1629534286.0,Mrs,Karen,Maycock,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112536
Doveridge Primary School,Community school,Open,14 Chapel Green,Doveridge,Ashbourne,Derbyshire,DE6 5JY,www.doveridge.derbyshire.sch.uk,1889563346.0,Mrs,Natasha,Clark,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112537
Dronfield Junior School,Community school,Open,School Lane,,Dronfield,Derbyshire,S18 1RY,http://www.dronfield-jun.derbyshire.sch.uk,1246413145.0,Mrs,Nicola,Thomson,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112539
Dronfield Infant School,Community school,Open,School Lane,,Dronfield,Derbyshire,S18 1RY,http://www.dronfield-inf.derbyshire.sch.uk,1246412302.0,Mrs,Rebecca,King,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112540
William Levick Primary School,Community school,Open,Smithy Croft,Dronfield Woodhouse,Dronfield,Derbyshire,S18 8YB,www.williamlevick.co.uk,1142890670.0,Mrs,Helen,Peckett (Acting),Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112541
Birk Hill Infant & Nursery School,Community school,Open,Chestnut Avenue,,Eckington,Derbyshire,S21 4BE,www.birkhill.derbyshire.sch.uk,1246433205.0,Mrs,Sue,Birch,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112543
Renishaw Primary School,Community school,Open,Hague Lane,Renishaw,Sheffield,Derbyshire,S21 3UR,www.renishawprimary.org.uk,1246432366.0,Mr,Simon,Fuller,Head Teacher,Does not apply,Mixed,Primary,,North East Derbyshire,112545
Ridgeway Primary School,Community school,Open,Main Road,Ridgeway,Sheffield,Derbyshire,S12 3XR,http://www.ridgewayprimary.com/,1142486249.0,Mr,Iain,Wilson,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112546
Egginton Primary School,Community school,Open,Church Road,Egginton,Derby,Derbyshire,DE65 6HP,www.egginton.derbyshire.sch.uk/,1283732748.0,Mr,Jason,Cunningham,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112547
Etwall Primary School,Community school,Open,Egginton Road,Etwall,Derby,Derbyshire,DE65 6NB,https://etwall-primary.eschools.co.uk,1283732301.0,Mrs,Sarah,Bentley,Headteacher,Does not apply,Mixed,Primary,01/01/1900,South Derbyshire,112549
Grindleford Primary School,Community school,Open,Sir William Hill,Grindleford,Hope Valley,Derbyshire,S32 2HS,www.grindlefordprimaryschool.co.uk/,1433630528.0,Mrs,Kate,Gemmell,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112550
Findern Primary School,Community school,Open,Buckford Lane,Findern,Derby,Derbyshire,DE65 6AR,www.findern.derbyshire.sch.uk/,1283702150.0,Mr,James,Goodman,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112551
Padfield Community Primary School,Community school,Open,Rhodes Street,Padfield,Glossop,Derbyshire,SK13 1EQ,https://www.padfieldschool.co.uk,1457852751.0,Ms,Anne,Moore,Headteacher,Does not apply,Mixed,Primary,,High Peak,112552
Grassmoor Primary School,Community school,Open,North Wingfield Road,Grassmoor,Chesterfield,Derbyshire,S42 5EP,www.grassmoor.derbyshire.sch.uk/,1246850349.0,Mrs,Sharon,James,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112553
Hayfield Primary School,Community school,Open,Swallow House Lane,Hayfield,High Peak,Derbyshire,SK22 2HB,https://www.hayfieldprimaryschool.org.uk/,1663742357.0,Mr,Stefan,Papadopoulos,Headteacher,Does not apply,Mixed,Primary,,High Peak,112554
Marlpool Junior School,Community school,Open,Claramount Road,,Heanor,Derbyshire,DE75 7HS,,1773712505.0,Mrs,Louise,Thorpe,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112561
Marlpool Infant School,Community school,Open,Prospect Road,Marlpool,Heanor,Derbyshire,DE75 7NF,www.marlpoolinfants.co.uk/,1773717647.0,Mrs,L,Thorpe,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112562
Coppice Primary School,Community school,Open,Roper Avenue,Marlpool,Heanor,Derbyshire,DE75 7BZ,www.coppice.derbyshire.sch.uk/,1773712840.0,Mrs,Alison,Seaton,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112563
Penny Acres Primary School,Community school,Open,The Common,Holmesfield,Dronfield,Derbyshire,S18 7WP,www.pennyacres.derbyshire.sch.uk,1142890330.0,Mr,David,Ratcliffe(Executive),Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112565
Hope Primary School,Community school,Open,Edale Road,Hope,Hope Valley,Derbyshire,S33 6ZF,www.hope.derbyshire.sch.uk,1433620541.0,Mrs,Sally,Winfield,Headteacher,Does not apply,Mixed,Primary,,High Peak,112566
Cotmanhay Junior School,Community school,Open,Beauvale Drive,,Ilkeston,Derbyshire,DE7 8RR,http://www.cotmanhay-jun.derbyshire.sch.uk/,1159322011.0,Mr,Simon,Robinson,Headteacher,Does not apply,Mixed,Primary,,Erewash,112569
Cotmanhay Infant and Nursery School,Community school,Open,Beauvale Drive,Cotmanhay,Ilkeston,Derbyshire,DE7 8RR,www.cotmanhayinfants.co.uk,1159302064.0,Miss,Katy,Latchford,Headteacher,Does not apply,Mixed,Primary,,Erewash,112570
Granby Junior School,Community school,Open,Heanor Road,,Ilkeston,Derbyshire,DE7 8DX,www.granbyjuniorschool.co.uk,1159322424.0,Mrs,Caroline,Rees,Headteacher,Does not apply,Mixed,Primary,,Erewash,112571
Hallam Fields Junior School,Community school,Open,Longfield Lane,,Ilkeston,Derbyshire,DE7 4DB,www.hallamfields.derbyshire.sch.uk,1159322568.0,Mr,David,Brown,Headteacher,Does not apply,Mixed,Primary,,Erewash,112572
Charlotte Nursery and Infant School,Community school,Open,Trinity Close,,Ilkeston,Derbyshire,DE7 8LQ,www.charlotte-school.co.uk,1159320970.0,Miss,Emma,Pitman,Headteacher,Does not apply,Mixed,Primary,,Erewash,112575
Kilburn Infant and Nursery School,Community school,Open,The Flat,Kilburn,Derby,Derbyshire,DE56 0LA,www.kilburnprimaryschool.co.uk/,1332880449.0,Mrs,Joanne,Baillie,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112577
Little Eaton Primary School,Community school,Open,Alfreton Road,Little Eaton,Derby,Derbyshire,DE21 5AB,www.littleeaton.derbyshire.sch.uk/,1332831471.0,Mr,Paul,Schumann,Headteacher,Does not apply,Mixed,Primary,,Mid Derbyshire,112580
Darley Dale Primary School,Community school,Open,Greenaway Lane,Hackney,Matlock,Derbyshire,DE4 2QB,www.darleydale.derbyshire.sch.uk,1629732226.0,Miss,Sarah,Hudson,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112591
Tansley Primary School,Community school,Open,Gold Hill,Tansley,Matlock,Derbyshire,DE4 5FG,http://www.tansleyprimary.co.uk,1629582448.0,Mrs,Karen,Maycock,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112592
Melbourne Junior School,Community school,Open,Packhorse Road,Melbourne,Derby,Derbyshire,DE73 8JE,http://www.melbourne-jun.derbyshire.sch.uk,1332862344.0,Mrs,Jane,Whirledge,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112593
Melbourne Infant School,Community school,Open,Packhorse Road,Melbourne,Derby,Derbyshire,DE73 8JE,www.melbourne-inf.derbyshire.sch.uk,1332862325.0,Mrs,Charlotte,Gibbs,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112594
New Mills Primary School,Community school,Open,Meadow Street,New Mills,High Peak,Derbyshire,SK22 4AY,www.newmills-pri.derbyshire.sch.uk/,1663744453.0,Mrs,Carol,Taylor,Headteacher,Does not apply,Mixed,Primary,,High Peak,112597
Newtown Primary School (High Peak Federation),Community school,Open,Buxton Road,,New Mills,Derbyshire,SK22 3JS,www.newtownprimary.org.uk/,1663744358.0,Mr,Ashley,Parry,Executive Headteacher,Does not apply,Mixed,Primary,,High Peak,112599
Thornsett Primary School (High Peak Federation),Community school,Open,Aspenshaw Road,Birch Vale,High Peak,Derbyshire,SK22 1AT,www.thornsett.derbyshire.sch.uk,1663744391.0,Mr,Ashley,Parry,Headteacher,Does not apply,Mixed,Primary,,High Peak,112600
Overseal Primary School,Community school,Open,Woodville Road,Overseal,Swadlincote,Derbyshire,DE12 6LU,www.oversealprimary.co.uk/,1283760398.0,Ms,Leanne,Borrington,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112603
Parwich Primary School,Community school,Open,Parwich,,"Parwich, Ashbourne",Derbyshire,DE6 1QJ,www.parwich.derbyshire.sch.uk,1335390245.0,Mrs,Fiona,Tomblin,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112604
Pilsley Primary School,Community school,Open,Station Road,Pilsley,Chesterfield,Derbyshire,S45 8EU,www.pilsleyprimary.co.uk,1773872378.0,Mrs,Lynn,Brook,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112605
Park House Primary School,Community school,Open,Rupert Street,Lower Pilsley,Chesterfield,Derbyshire,S45 8DB,www.parkhouse.derbyshire.sch.uk,1246851185.0,Mrs,Stephanie,Kavanagh,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112606
Ripley Junior School,Community school,Open,Poplar Avenue,,Ripley,Derbyshire,DE5 3PN,http://www.ripley-jun.derbyshire.sch.uk,1773742281.0,Mrs,Sarah,Woodward,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112611
Ripley Infant School,Community school,Open,Kirk Close,Off Highfield Way,Ripley,Derbyshire,DE5 3RY,ripley-inf.derbyshire.sch.uk,1773743354.0,Mrs,Paula,Doleman,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112612
The Brigg Infant School,Community school,Open,39 South Street,South Normanton,Alfreton,Derbyshire,DE55 2DA,www.brigg.derbyshire.sch.uk/,1773811317.0,Mrs,Alison,Spencer,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112623
Glebe Junior School,Community school,Open,Hamlet Lane,South Normanton,Alfreton,Derbyshire,DE55 2JB,www.glebe.derbyshire.sch.uk,1773811304.0,Mr,Steve,Watson,Headteacher,Does not apply,Mixed,Primary,01/01/1900,Bolsover,112624
South Wingfield Primary School,Community school,Open,Church Lane,South Wingfield,Alfreton,Derbyshire,DE55 7NJ,www.southwingfieldprimary.com,1773832890.0,Mrs,Melissa,Kealy,Headteacher,Does not apply,Mixed,Primary,,Amber Valley,112625
Staveley Junior School,Community school,Open,College Avenue,Staveley,Chesterfield,Derbyshire,S43 3XE,www.staveley.derbyshire.sch.uk,1246472325.0,Mrs,Sue,Parkes,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112627
Speedwell Infant School,Community school,Open,College Avenue,Staveley,Chesterfield,Derbyshire,S43 3JJ,www.speedwellinfants.co.uk/,1246472336.0,Mrs,Jane,Moore,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112629
Duckmanton Primary School,Community school,Open,West Crescent,Duckmanton,Chesterfield,Derbyshire,S44 5HD,www.duckmantonprimary.co.uk,1246825650.0,Ms,Emma,Levers,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112630
Sudbury Primary School,Community school,Open,School Lane,Sudbury,Ashbourne,Derbyshire,DE6 5HZ,http://www.sudbury.derbyshire.sch.uk,1283585251.0,Mr,Stephen,Hickey,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112631
Arkwright Primary School,Community school,Open,School Lane,Arkwright Town,Chesterfield,Derbyshire,S44 5BZ,www.arkwright.derbyshire.sch.uk/,1246234018.0,Mr,Ian,Roberts,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112632
Newhall Infant School,Community school,Open,Sunnyside,Newhall,Swadlincote,Derbyshire,DE11 0TJ,www.newhallinfants.co.uk/,1283216496.0,Mrs,Shelley,White,Headteacher,Does not apply,Mixed,Primary,,South Derbyshire,112636
Town End Junior School,Community school,Open,Alfreton Road,Tibshelf,Alfreton,Derbyshire,DE55 5PB,https://tibshelf-inf.derbyshire.sch.uk,1773872306.0,Mrs,Rachel,Boswell,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112639
Tibshelf Infant School,Community school,Open,144 High Street,Tibshelf,Alfreton,Derbyshire,DE55 5PP,www.tibshelf-inf.derbyshire.sch.uk/,1773872571.0,Mrs,Rachel,Boswell,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112640
Unstone Junior School,Community school,Open,Main Road,Unstone,Dronfield,Derbyshire,S18 4AB,www.unstone.derbyshire.sch.uk,1246413109.0,Mrs,Rachael,Fowlds,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112642
Unstone St Mary's Nursery & Infant School,Community school,Open,Crow Lane,Unstone,Dronfield,Derbyshire,S18 4AL,www.unstone.derbyshire.sch.uk,1246412096.0,Mrs,Rachael,Fowlds,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112643
Wessington Primary School,Community school,Open,The Green,Wessington,Alfreton,Derbyshire,DE55 6DQ,www.frameworkfederation.co.uk,1773832748.0,Mrs,Karen,Maycock,Headteacher,Does not apply,Mixed,Primary,,Bolsover,112646
Whaley Bridge Primary School,Community school,Open,Buxton Road,Whaley Bridge,High Peak,Derbyshire,SK23 7HX,http://whaleybridge.derbyshire.sch.uk,1663732354.0,Ms,Seren,Hathway,Headteacher,Does not apply,Mixed,Primary,,High Peak,112647
Furness Vale Primary and Nursery School,Community school,Open,Buxton Road,Furness Vale,High Peak,Derbyshire,SK23 7PQ,www.furnessvale.derbyshire.sch.uk,1663744103.0,Mrs,Ruth,Parry,Headteacher,Does not apply,Mixed,Primary,,High Peak,112648
Deer Park Primary School,Community school,Open,New Road,Wingerworth,Chesterfield,Derbyshire,S42 6TD,https://deerpark.derbyshire.sch.uk,1246232696.0,Mrs,Annette,Lupton,Headteacher,Does not apply,Mixed,Primary,,North East Derbyshire,112651
Wirksworth Junior School,Community school,Open,Wash Green,Wirksworth,Matlock,Derbyshire,DE4 4FD,http://www.wirksworth-junior.com,1629822457.0,Mrs,Isabel,Webb,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112652
Middleton Community Primary School,Community school,Open,Main Street,Middleton-by-Wirksworth,Matlock,Derbyshire,DE4 4LQ,www.middleton.derbyshire.sch.uk/,1629822236.0,Ms,Alison,Dugdale,Headteacher,Does not apply,Mixed,Primary,,Derbyshire Dales,112654
Peak Dale Primary School,Community school,Open,School Road,Peak Dale,Buxton,Derbyshire,SK17 8AJ,www.peakdale.derbyshire.sch.uk,129822695.0,Mr,James,Handley,Headteacher,Does not apply,Mixed,Primary,,High Peak,112656
Cavendish Junior School,Community school,Open,Edmund Street,Newbold Moor,Chesterfield,Derbyshire,S41 8TD,www.cavendish.derbyshire.sch.uk,1246450691.0,Miss,Nicola,Marlow,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112659
Spire Nursery and Infant School,Community school,Open,Derby Road,,Chesterfield,Derbyshire,S40 2EU,www.spire-inf.derbyshire.sch.uk/,1246234727.0,Mrs,Kelly,Hill,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112660
Spire Junior School,Community school,Open,Jawbones Hill,Derby Road,Chesterfield,Derbyshire,S40 2EN,www.spirejunior.co.uk,1246234546.0,Mrs,Charlotte,Vernon,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112661
Hasland Junior School,Community school,Open,Broomfield Avenue,Hasland,Chesterfield,Derbyshire,S41 0LY,www.hasland-jun.derbyshire.sch.uk,1246234250.0,Mr,Matthew,Winson,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112663
Hasland Infant School,Community school,Open,Eyre Street East,Hasland,Chesterfield,Derbyshire,S41 0PE,www.hasland-inf.derbyshire.sch.uk/,1246234745.0,Mrs,Charlotte,Lavender,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112664
Highfield Hall Primary School,Community school,Open,"Highfield Hall Primary School, Highfield Lane",,Chesterfield,Derbyshire,S41 8AZ,www.highfieldhall.derbyshire.sch.uk/,1246273534.0,Dr,Michael,Bywaters,Headteacher,Does not apply,Mixed,Primary,,Chesterfield,112667
