name,town,postcode,phone,website,email
Gaddesby Primary School,Leicester,LE7 4WF,1664840253.0,http://www.gaddesby.bepschools.org/,
Lady Jane Grey Primary School,Leicester,LE6 0ZA,1162320031.0,www.ladyjanegreyprimary.org.uk/,
Madani Boys School,Leicester,LE5 5LL,1162498080.0,https://madani.school,
Broom Leys School,Coalville,LE67 4DB,1530832234.0,http://www.broomleys.org.uk,
Holywell Primary School,Loughborough,LE11 3SJ,1509231347.0,http://www.holywell.leics.sch.uk/,
Thrussington Church of England Primary School,Leicester,LE7 4TH,1664424421.0,http://www.thrussington.leics.sch.uk/,
Church Hill Church of England Junior School,Leicester,LE4 8DE,1162692509.0,www.churchhill-jun.leics.sch.uk,
Barwell Church of England Academy,Leicester,LE9 8DS,1455842047.0,www.barwellceacademy.co.uk,
Millfield L.E.A.D. Academy,Leicester,LE3 2WF,1162897151.0,www.millfieldacademy.co.uk,
Beacon Academy,Loughborough,LE11 2NF,1509212227.0,www.thebeaconacademy.org,
Outwoods Edge Primary School,Loughborough,LE11 2LD,1509216177.0,http://www.outwoodsedge.leics.sch.uk,
Asfordby Hill Primary School,Melton Mowbray,LE14 3QX,1664812244.0,www.asfordbyhill.leics.sch.uk,
Great Dalby School,Melton Mowbray,LE14 2HA,1664562750.0,http://www.greatdalbyprimaryschool.co.uk,
The Pastures Primary School,Leicester,LE19 3YP,1162867738.0,www.pastures-primary.leics.sch.uk,
Beauchamp College,Leicester,LE2 5TP,1162729100.0,http://www.beauchamp.org.uk,
Battling Brook Primary School,Hinckley,LE10 0EX,1455634701.0,http://www.bbrook.leics.sch.uk/,
Brocks Hill Primary School,Leicester,LE2 5WP,1162714885.0,https://www.brockshill.org.uk,
Launde Primary School,Leicestershire,LE2 4LJ,1162712261.0,www.launde.leics.sch.uk/,
Wilbarston Church of England Primary School,Market Harborough,LE16 8QN,1536771252.0,www.wilbarston.northants.sch.uk/,
Hastings High School,Hinckley,LE10 2QE,1455239414.0,http://www.hastings.leics.sch.uk,
Glenfield Primary School,Leicester,LE3 8DL,,www.glenfield.leics.sch.uk/,
Ab Kettleby Primary School,Melton Mowbray,LE14 3JJ,1664504870.0,www.abkettleby.org,
Highcliffe Primary School and Community Centre,Leicester,LE4 3DL,1162967600.0,www.highcliffeacademy.org.uk,
Riverside Community Primary School Birstall,Leicester,LE4 4JU,1162107373.0,http://www.riversideacademy.org.uk,
Somerby Primary School,Melton Mowbray,LE14 2PZ,1664504888.0,www.somerby.org.uk,
The Cedars Academy,Leicester,LE4 4GH,1162677107.0,www.TheCedarsAcademy.org.uk,
North Mead Primary Academy,Leicester,LE4 9DL,1162767761.0,www.north-tmet.uk,
The Grove Primary School,Melton Mowbray,LE13 0HN,1664562554.0,www.meltongrove.org,
Townlands Church of England Primary School,Leicester,LE9 7FF,1455843859.0,www.townlandsprimary.org/,
Rushey Mead Academy,Leicester,LE4 7AN,1162663730.0,www.rushey-tmet.uk,
Little Hill Primary,Wigston,LE18 2GZ,1162811963.0,http://www.littlehill.leics.sch.uk/,
Humberstone Infant Academy,Leicester,LE5 1AE,1162767648.0,,
Uplands Junior L.E.A.D. Academy,Leicester,LE2 0DR,1162538407.0,,
Fernvale Primary School,Leicester,LE7 9PR,1162416722.0,www.fernvale.leics.sch.uk,example@gmail.com
Newcroft Primary Academy,Loughborough,LE12 9DU,1509503214.0,www.newcroftprimaryacademy.co.uk,office@newcroft.leics.sch.uk
Ashby Willesley Primary School,Ashby-de-la-Zouch,LE65 2QG,1530413654.0,www.ashbywillesley.org.uk,Reception@willesley.leics.sch.uk
Heatherbrook Primary Academy,Leicester,LE4 1BE,1162357721.0,www.heatherbrook.co.uk/,office@heatherbrook.leicester.sch.uk
Lancaster Academy,Leicester,LE2 6FU,1162703176.0,,admin@lancaster.leicester.sch.uk
Rowlatts Mead Primary Academy,Leicester,LE5 4ES,1162768812.0,www.rowlatts-tmet.uk,
"Hallam Fields, Birstall",Leicester,LE4 3LL,1162670550.0,,DSL@hallamfields.org.uk
Hinckley Parks Primary School,Hinckley,LE10 1LP,1455632556.0,http://www.hinckleyparks.leics.sch.uk,d.harding@hinckleyparks.leics.sch.uk
Sherard Primary School,Melton Mowbray,LE13 1HA,1664565124.0,www.sherardschool.org,info@mowbrayeducation.org
Melton Vale Sixth Form College,Melton Mowbray,LE13 1DN,1664504750.0,www.mv16.org.uk,contactus@mv16.org.uk
Forest Lodge Academy,Leicester,LE3 6LH,1162871220.0,www.forestlodge.leicester.sch.uk/,office@forestlodge.leicester.sch.uk
Judgemeadow Community College,Leicester,LE5 6HP,1162411920.0,,contactus@judgemeadow.leicester.sch.uk
All Saints Church of England Primary School,Wigston,LE18 2AH,1162880013.0,www.allsaintscofe.leics.sch.uk,allsaints@ipat.uk
Sir Jonathan North Girls' College,Leicester,LE2 6FU,1162708116.0,https://www.sirjonathannorth.org.uk,contactus@sirjonathannorth.org.uk
"Holy Cross Catholic School, a Voluntary Academy",Leicester,LE2 6TY,1162833135.0,,abouwens@aquinas-cmat.org
St Peter's Church of England Primary School Whetstone,Leicester,LE8 6NJ,1162775750.0,http://www.stpeterswhetstone.co.uk/,waspspta@hotmail.com
Manorfield Church of England Primary School,Leicester,LE9 4LU,1455272787.0,http://www.manorfield.leics.sch.uk/,office@manorfield.embracemat.org
Croft Church of England Primary School,Leicester,LE9 3GJ,1455282643.0,http://www.croftprimaryschool.co.uk,admin@croft.embracemat.org
Uplands Infant School,Leicester,LE2 0DR,1162625280.0,www.uplandsinfant.org.uk,office@uplands-inf.leicester.sch.uk
Braunstone Frith Primary Academy,Leicester,LE3 6NF,1162872487.0,www.braunstonefrith.org.uk/,office@braunstonefrith.org.uk
Kestrel Mead Primary Academy,Leicester,LE5 1TG,1162461732.0,www.kestrel-tmet.uk,office@kestrel-tmet.uk
Beauchamp City Sixth Form,Leicester,LE1 6JL,1164979330.0,https://www.beauchampcity.org.uk/,attendance@beauchampcity.org.uk
Millgate School,Leicester,LE2 6DW,1162704922.0,www.millgateschool.co.uk,cbruce@millgate.leicester.sch.uk
Hollycroft Primary School,HINCKLEY,LE10 3GL,1455241171.0,https://www.hollycroftschool.co.uk/,ceo@owlsacademytrust.co.uk
Inglehurst Infant School,Leicester,LE3 9FS,1162622479.0,,dsl@inglehurst-inf.leicester.sch.uk
Buckminster Primary School,Grantham,NG33 5RZ,1476860315.0,,admin@buckminsterprimary.org
Buswells Lodge Primary School,Leicester,LE4 0PT,1162352129.0,,jwhatley@buswellslodge.leicester.sch.uk
Wellington Place Primary School,Market Harborough,LE16 7BY,1858451023.0,https://wellingtonplaceprimary.co.uk/,Office@dsatwellingtonplace.org
Shenton Primary School,Leicester,LE5 3FP,1162628778.0,www.shenton.leicester.sch.uk/,office@shenton.leicester.sch.uk
Normanton-On-Soar Primary School,Loughborough,LE12 5HB,1509842326.0,,office@nosps.co.uk
